name,radius,spineCount,sectionLength,spineDensity
May3x-apical,300,99,180.000000,0.550000
May3x-apical,320,127,182.090681,0.697455
May3x-apical,340,96,160.475122,0.598224
May3x-apical,360,79,120.914024,0.653357
May3x-apical,380,60,88.848530,0.675307
May3x-apical,400,42,60.326985,0.696206
May3x-apical,420,22,35.858301,0.613526
May3j-basal,20,17,163.219984,0.104154
May3j-basal,40,272,359.431199,0.756751
May3j-basal,60,739,513.801901,1.438298
May3j-basal,80,1064,655.237262,1.623839
May3j-basal,100,1182,713.555148,1.656494
May3j-basal,120,967,633.834928,1.525634
May3j-basal,140,844,561.313966,1.503615
May3j-basal,160,666,525.191277,1.268109
May3j-basal,180,436,426.574392,1.022096
May3j-basal,200,307,348.078515,0.881985
May3j-basal,220,70,106.005430,0.660344
May3j-basal,240,17,21.355917,0.796032
May3j-apical,20,3,24.160091,0.124172
May3j-apical,40,38,83.399494,0.455638
May3j-apical,60,99,147.506395,0.671157
May3j-apical,80,365,263.326615,1.386111
May3j-apical,100,601,344.457467,1.744773
May3j-apical,120,722,389.956984,1.851486
May3j-apical,140,734,443.386416,1.655441
May3j-apical,160,687,430.024261,1.597584
May3j-apical,180,645,440.448929,1.464415
May3j-apical,200,499,421.367591,1.184239
May3j-apical,220,464,421.390525,1.101116
May3j-apical,240,396,358.633993,1.104190
May3j-apical,260,204,254.987902,0.800038
May3j-apical,280,98,151.597567,0.646448
May3j-apical,300,140,204.866432,0.683372
May3j-apical,320,138,206.495127,0.668297
May3j-apical,340,151,163.036767,0.926171
May3j-apical,360,177,175.260520,1.009925
May3j-apical,380,166,186.271909,0.891170
May3j-apical,400,210,188.702793,1.112861
May3j-apical,420,215,188.912795,1.138091
May3j-apical,440,212,200.000000,1.060000
May3j-apical,460,201,201.102380,0.999491
May3j-apical,480,229,220.000000,1.040909
May3j-apical,500,225,220.000000,1.022727
May3j-apical,520,207,201.228951,1.028679
May3j-apical,540,201,214.250530,0.938154
May3j-apical,560,257,244.804279,1.049818
May3j-apical,580,202,254.015538,0.795227
May3j-apical,600,204,239.714060,0.851014
May3j-apical,620,184,240.000000,0.766667
May3j-apical,640,158,231.636844,0.682102
May3j-apical,660,118,203.592965,0.579588
May3j-apical,680,86,193.131327,0.445293
May3j-apical,700,66,126.074226,0.523501
May3j-apical,720,25,51.488482,0.485545
May3j-apical,740,18,40.000000,0.450000
May3j-apical,760,15,38.469585,0.389918
May3j-apical,780,12,20.000000,0.600000
