ID      SECTION-NUMBER  SECTION-LENGTH  BRANCH-ORDER    X       Y       Z       HEAD-DIAMETER   NECK-DIAMETER   MAX-DTS TYPE    AUTO    XYPLANE-ANGLE   SWC-NODE-ID     SWC-NODE-OFFSET ATTACH-X        ATTACH-Y        ATTACH-Z        SOMA-DISTANCE
702     42      69.715744       N/A     295.893036      156.208649      61.343231       0.524731        0.0203  2.156133        mushroom        yes     -5.26623        3143    0.384882        294.550659      154.165527      61.117901       262.896088
703     41      54.947662       N/A     275.592987      183.657745      62.067657       0.44303 0.0203  2.155174        mushroom        yes     -0.905742       3082    0.427459        278.022308      184.23259       62.028191       225.610092
704     28      106.89389       N/A     335.819 210.836868      80.278343       0.267227        0.0203  1.94204 thin    yes     64.09333        1484    0       335.451996      211.587997      81.999496       244.16626
705     51      107.86673       N/A     345.207794      328.688721      38.273785       0.0203  N/A     2.171207        thin    yes     61.119479       4249    0.682099        345.545837      329.621765      40.072948       179.329361
706     18      183.232361      N/A     27.554203       372.645996      75.388458       0.552095        0.0203  2.05499 mushroom        yes     2.651762        778     0.150439        28.211414       370.512878      75.491837       225.849472
707     52      186.517899      N/A     295.568024      382.959503      76.80751        0.0203  N/A     2.167105        thin    yes     -74.898809      4332    0.182559        294.921356      382.702881      74.229248       125.294548
708     21      66.287926       N/A     239.216385      309.517944      72.658089       0.0203  N/A     1.880592        thin    yes     -69.486531      1106    0.04926 240.369507      308.94455       69.216133       87.926949
709     18      183.232361      N/A     74.161087       372.194489      76.771477       0.240427        N/A     2.080452        thin    yes     62.587778       695     0.2038  74.142555       373.258698      78.823784       175.181
710     28      106.89389       N/A     316.393463      219.856766      80.965256       0.660537        N/A     1.894511        stubby  yes     -58.833512      1463    0.453246        316.785889      218.777832      79.067039       222.236603
711     50      78.313545       N/A     271.659546      345.503906      52.816326       0.713267        0.0203  1.861952        mushroom        yes     38.80185        4012    0       272.761993      345.765015      53.727299       93.435921
712     44      115.083176      N/A     364.965118      72.922462       71.746216       0.784515        0.465757        1.777271        mushroom        yes     -70.468862      3377    0       364.388 72.4963 69.723801       379.558441
713     19      177.641998      N/A     106.816002      371.956848      76.287453       0.539205        0.0203  1.996145        mushroom        yes     5.514615        921     0       107.331001      370.316986      76.4534 143.913849
714     51      107.86673       N/A     301.51474       352.204956      48.21101        0.203   0.0203  2.192657        thin    yes     63.022192       4161    0.926924        301.899719      351.219635      50.289165       122.886696
715     21      66.287926       N/A     236.111343      320.666534      69.608627       0.240358        0.0203  2.051856        thin    yes     -42.95559       1106    0.809124        238.106445      320.890778      67.739357       76.111687
716     52      186.517899      N/A     316.070984      401.886963      83.059235       0.0203  N/A     2.128928        stubby  yes     -47.397812      4378    0.110467        317.351746      401.692108      81.650497       158.684555
717     50      78.313545       N/A     281.572754      343.762756      47.219204       0.54971 0.0203  1.983026        mushroom        yes     4.285236        4026    0.543557        280.842957      342.201019      47.348373       104.617058
718     44      115.083176      N/A     344.056488      92.805641       65.372368       0.711884        0.521267        1.803018        mushroom        yes     20.333728       3323    0.292077        344.192291      93.55809        65.655716       347.222015
719     28      106.89389       N/A     274.85849       233.323044      69.759399       0.458425        0.0203  2.150873        mushroom        yes     -19.383774      1403    0.918122        275.809998      234.865005      69.121902       175.556549
720     5       107.241753      N/A     143.087784      343.042786      90.583  0.0203  N/A     2.183585        thin    yes     -30.896017      162     0.273451        143.214951      341.179657      89.465523       123.96003
721     28      106.89389       N/A     334.745758      211.490219      80.415009       0.298373        0.0203  1.91156 thin    yes     65.773611       1484    0       335.451996      211.587997      81.999496       244.16626
722     18      183.232361      N/A     167.923706      377.830322      77.662064       0.504175        0.0203  1.780397        mushroom        yes     -8.480517       606     0.212613        167.241211      376.301178      77.412384       74.943871
723     32      139.990448      N/A     396.38916       121.472214      90.422722       0.549125        0.0203  2.031263        mushroom        yes     -11.387972      2066    0.518106        395.328003      120.507004      90.133797       366.213104
724     5       107.241753      N/A     166.365509      346.892639      90.474876       0.80446 0.0203  1.857554        mushroom        yes     -17.543571      121     0.510845        166.238098      345.651978      90.080597       98.482224
725     7       74.140694       N/A     176.451263      285.046936      89.523369       0.612646        N/A     1.807908        thin    yes     67.860152       278     0.735363        177.290268      285.519196      91.889702       128.605301
726     28      106.89389       N/A     319.080505      214.42276       79.315956       0.563573        0.0203  1.870844        mushroom        yes     11.061214       1466    0.023872        320.354187      215.89183       79.696053       226.471909
727     34      91.869331       N/A     226.5802        167.971603      44.230179       0.545342        0.0203  1.779519        mushroom        yes     -58.910191      2231    0.241622        227.533813      168.031174      42.645638       256.573395
728     30      109.063927      N/A     391.443481      172.865677      78.427353       0.546605        0.0203  1.949754        mushroom        yes     -23.003556      1606    0       392.587006      173.660995      77.835999       319.76767
729     52      186.517899      N/A     281.063568      366.712952      70.284485       0.732707        0.0203  1.931268        mushroom        yes     -30.018119      4294    0.618409        281.090729      368.281189      69.378265       100.747498
730     31      128.192749      N/A     396.716064      182.241241      71.380089       0.249522        0.0203  1.988728        thin    yes     64.904729       1788    0       396.737 183.253006      73.540901       318.159363
731     38      116.563187      N/A     183.012848      118.592194      38.686249       0.609132        0.0203  1.964214        mushroom        yes     -68.264885      2776    0       182.666534      117.957001      36.871498       337.362518
732     25      36.853748       N/A     284.742737      244.969574      99.022858       0.276688        N/A     2.044749        stubby  yes     -76.392571      1307    0.685707        285.280762      244.58696       96.295464       179.561554
733     47      91.061119       N/A     200.33786       94.390892       66.694023       0.485356        0.0203  1.969608        mushroom        yes     42.929838       3871    0       200.733002      93.384003       67.700203       393.894287
734     31      128.192749      N/A     419.510406      157.585098      69.669685       0.464122        0.0203  1.899489        mushroom        yes     3.117765        1858    0       417.627991      157.802994      69.772903       355.641724
735     31      128.192749      N/A     452.57196       124.380684      60.548  0.203   N/A     2.001184        stubby  yes     62.919179       1941    0.962286        452.495361      125.331573      62.413761       414.722931
736     34      91.869331       N/A     253.647476      216.457886      61.035091       0.370281        0.0203  2.158904        mushroom        yes     30.907517       2150    0.178717        252.556671      217.911606      62.123142       191.843887
737     1       22.944849       N/A     202.556274      369.885864      74.981926       0.390026        0.0203  2.130825        mushroom        yes     -15.935867      16      0.509733        204.12886       367.672363      74.206627       33.831451
738     30      109.063927      N/A     392.05426       171.5755        77.307205       0.488773        0.0203  1.986581        mushroom        yes     9.148112        1608    0.610095        392.904694      173.240692      77.608307       320.542908
739     7       74.140694       N/A     179.246872      283.099121      91.412231       0.753786        N/A     1.829144        stubby  yes     25.65267        280     0.836421        177.828003      283.604004      92.135498       130.957214
740     42      69.715744       N/A     317.350098      127.473763      61.893463       0.480146        0.0203  1.925707        mushroom        yes     -12.820263      3209    0       315.543793      127.031097      61.470245       300.097992
741     50      78.313545       N/A     276.438446      345.158478      48.836746       0.0203  N/A     2.001932        thin    yes     49.440416       4021    0.127009        277.164215      344.178345      50.2617 99.417862
742     31      128.192749      N/A     453.76651       125.860001      65.096519       0.0203  N/A     2.216095        thin    yes     -68.771236      1941    0.676409        453.967926      124.913216      62.604649       416.024811
743     19      177.641998      N/A     96.855278       370.016052      76.687775       0.439304        0.0203  2.054848        mushroom        yes     -12.649521      939     0.22195 96.514801       368.273987      76.289398       155.666306
744     7       74.140694       N/A     178.358063      325.820984      88.435211       0.375827        0.0203  2.108197        mushroom        yes     5.878487        246     0       181.254364      325.204102      88.740105       88.15979
745     9       24.096867       N/A     178.089554      256.05722       101.856529      0.532398        N/A     2.094439        stubby  yes     -67.837052      305     0.748622        177.515472      254.962769      98.822495       161.094833
746     41      54.947662       N/A     271.404388      194.18927       63.752838       0.592447        0.0203  1.75178 mushroom        yes     27.638097       3065    0.395927        272.683777      194.340424      64.427429       212.849838
747     17      31.576357       N/A     181.715256      374.510864      80.720467       0.527875        0.0203  1.987892        mushroom        yes     -29.801042      582     0.6532  181.69603       372.945831      79.824059       59.231403
748     28      106.89389       N/A     299.392944      225.807693      72.003143       0.51755 0.0203  2.013383        mushroom        yes     66.23943        1438    0       298.609344      225.395126      74.014755       202.484894
749     45      94.589554       N/A     255.972061      114.51062       53.985023       0.434089        0.0203  2.124057        mushroom        yes     31.068354       3535    0.500327        257.27597       115.835838      55.105125       310.065277
750     45      94.589554       N/A     261.075043      112.484116      54.257774       0.374211        0.0203  2.170425        mushroom        yes     0.848681        3542    0       259.132996      112.605003      54.286598       313.764709
751     51      107.86673       N/A     320.266327      345.167664      42.042004       0.0203  N/A     2.051899        thin    yes     73.385488       4189    0.184471        320.728882      345.607513      44.181152       144.718887
752     34      91.869331       N/A     229.058258      175.209381      45.258797       0.335843        0.279286        1.714167        thin    yes     -38.717929      2223    0.82471 227.62326       175.489624      44.086678       249.261826
753     35      52.692078       N/A     240.371719      110.359207      22.557051       0.272797        0.0203  2.205735        thin    yes     3.588044        2368    0.815902        243.189133      110.225021      22.733917       323.761536
754     28      106.89389       N/A     268.85495       236.920456      68.323143       0.234161        0.0203  2.077336        thin    yes     3.991469        1395    0.613996        270.01944       239.120621      68.496841       168.263535
755     52      186.517899      N/A     326.677399      408.489929      83.97728        0.544676        0.0203  1.949203        mushroom        yes     79.408786       4394    0.000401        326.355011      408.243011      86.149002       171.653824
756     18      183.232361      N/A     10.981508       371.735687      74.647049       0.425739        0.0203  1.935804        mushroom        yes     69.071704       798     0       10.8926 372.419006      76.448898       244.241669
757     41      54.947662       N/A     259.436127      217.541092      66.800468       0.414561        0.0203  2.07702 mushroom        yes     14.007259       3033    0.468177        261.569214      218.469986      67.380859       185.420105
758     51      107.86673       N/A     324.570404      345.442322      43.442455       0.463995        0.0203  2.142781        mushroom        yes     16.503857       4194    0       323.281097      344.187897      43.975433       148.26207
759     46      74.818398       N/A     255.457504      80.996994       47.011589       0.203   0.0203  2.143219        thin    yes     -45.48932       3624    0.60437 254.149246      80.617813       45.626022       350.452087
760     32      139.990448      N/A     374.276825      171.440918      85.269577       0.445911        0.0203  2.063914        mushroom        yes     -42.442885      1998    0       373.349609      170.578491      84.111549       306.280731
761     41      54.947662       N/A     264.980072      213.586838      68.239433       0.59912 0.0203  1.994234        mushroom        yes     -40.067226      3039    0.843952        263.675293      213.316238      67.118629       191.018341
762     41      54.947662       N/A     267.659058      197.686707      65.397217       0.545395        0.0203  1.981616        mushroom        yes     -15.049001      3057    0       269.131134      198.626572      64.927635       207.560669
763     21      66.287926       N/A     237.684738      318.5849        64.58326        0.0203  N/A     1.824378        thin    yes     75.803443       1106    0.698821        238.481979      318.908478      67.984406       77.826805
764     30      109.063927      N/A     426.9664        143.53511       81.923622       0.0203  N/A     1.996275        thin    yes     -66.405994      1702    0       427.628998      143.184998      80.207802       373.249695
765     11      17.548098       N/A     170.213394      226.419525      98.662895       0.0203  N/A     2.06527 thin    yes     83.702188       326     0.739343        170.442535      226.751587      102.31855       191.758942
766     45      94.589554       N/A     260.071899      148.143585      56.105354       0.307089        0.0203  2.191097        thin    yes     -8.155974       3473    0.667369        257.99054       149.24884       55.767609       273.431396
767     31      128.192749      N/A     437.473999      128.285263      64.877747       0.244485        0.0203  2.099019        thin    yes     8.688153        1926    0       438.380005      129.951004      65.167503       397.983246
768     33      21.020288       N/A     264.97876       236.904984      66.379311       0.479253        0.0203  2.105084        mushroom        yes     6.091739        2124    0       262.230011      237.156998      66.673897       165.80365
769     18      183.232361      N/A     9.600598        370.667877      76.913353       0.32567 0.0203  2.190043        thin    yes     -7.905491       800     0.541474        10.429239       372.676453      76.611641       244.913895
770     2       11.864415       N/A     200.453049      359.080017      79.096603       0.353628        0.0203  2.164146        mushroom        yes     1.583814        24      0.1285  197.926559      360.163666      79.172615       45.924824
771     34      91.869331       N/A     227.730362      189.51004       48.851345       0.576492        N/A     1.921787        stubby  yes     -65.978771      2206    0.984452        228.618805      189.508194      46.857853       234.348389
772     31      128.192749      N/A     452.581055      125.999359      64.817268       0.331473        N/A     2.048373        stubby  yes     -73.967483      1941    0.940776        452.566071      125.311485      62.422928       414.820892
773     21      66.287926       N/A     240.511597      308.274445      73.837036       0.0203  N/A     2.077673        thin    yes     -86.500274      1107    0.93956 240.445007      308.54599       69.265404       88.795898
774     38      116.563187      N/A     227.596466      150.958084      37.279217       0.22496 0.0203  2.092171        thin    yes     60.200696       2659    0       226.962997      151.669998      38.943199       275.124451
775     18      183.232361      N/A     129.612976      377.900787      75.517799       0.397802        N/A     1.943616        stubby  yes     -64.093972      664     0.294185        129.394913      377.272003      74.147575       116.29744
776     30      109.063927      N/A     419.210449      145.199387      77.536385       0.576332        0.506859        1.763771        mushroom        yes     58.680009       1684    0.887849        418.55899       144.794998      78.796501       363.046326
777     37      108.873238      N/A     220.933716      72.303032       22.797113       0.430262        0.0203  2.027071        mushroom        yes     18.904382       2548    0       219.386002      73.190498       23.4081 372.201477
778     32      139.990448      N/A     374.433899      170.934052      83.539009       0.527191        0.0203  1.856879        mushroom        yes     19.692333       1999    0       373.902893      169.879105      83.961708       306.767365
779     13      117.151955      N/A     191.274826      133.699875      84.632027       0.619891        0.0203  2.025252        mushroom        yes     -46.484028      484     0.109982        192.83696       134.644302      82.709496       303.791626
780     7       74.140694       N/A     176.784332      316.821075      89.008492       0.614662        0.0203  1.928034        mushroom        yes     5.444476        253     0.804324        179.295898      316.896027      89.247978       96.710381
781     36      37.364895       N/A     252.033295      99.716995       14.78417        0.315816        0.0203  2.076699        thin    yes     21.385004       2402    0.731981        250.276993      99.298302       15.4912 340.796173
782     21      66.287926       N/A     239.853012      296.725433      70.41613        0.633144        0.0203  2.073055        mushroom        yes     -17.305245      1114    0.357631        242.50769       296.855713      69.588028       100.710503
783     18      183.232361      N/A     121.306534      373.639557      71.590782       0.203   0.0203  2.141531        thin    yes     64.802549       677     0.936165        121.539482      374.844421      74.198967       125.17485
784     17      31.576357       N/A     175.309341      374.206635      76.53717        0.0203  N/A     1.692688        thin    yes     85.328142       593     0       175.348999      374.334015      78.169701       66.039063
785     31      128.192749      N/A     437.310913      129.180969      66.627914       0.863761        N/A     1.780435        stubby  yes     -39.551543      1924    0       438.278015      130.074005      65.540802       397.002594
786     32      139.990448      N/A     388.015625      143.949768      86.783195       0.765428        N/A     1.719429        stubby  yes     57.188732       2037    0.84614 387.651001      144.800995      88.219498       338.699341
787     31      128.192749      N/A     391.963165      188.829193      75.399033       0.580627        N/A     1.860335        stubby  yes     -39.6763        1778    0.973584        391.454773      187.933884      74.544975       310.811279
788     45      94.589554       N/A     257.004883      105.695 52.519936       0.367814        0.0203  2.16305 mushroom        yes     -2.533137       3560    0.882932        259.339783      105.100365      52.413342       322.008636
789     41      54.947662       N/A     277.845306      188.20224       61.763344       0.62974 N/A     1.731096        thin    yes     31.368186       3077    0.09096 277.143005      187.479996      62.377499       222.055664
790     19      177.641998      N/A     59.581528       349.258972      69.920288       0.0203  N/A     1.98163 thin    yes     59.834966       1001    0.848751        58.782352       350.151276      71.981323       201.297363
791     42      69.715744       N/A     308.082367      141.082001      61.860279       0.319937        0.0203  2.02826 thin    yes     -47.433489      3178    0       307.04599       140.360992      60.485699       283.011932
792     37      108.873238      N/A     218.786972      70.634895       24.247118       0.700722        0.0203  1.666885        mushroom        yes     -41.451818      2552    0.807348        218.173233      71.381729       23.393335       374.250671
793     19      177.641998      N/A     137.466736      372.991577      77.714897       0.259753        0.0203  1.911503        thin    yes     -86.113951      873     0       137.591873      372.99054       75.872643       108.595383
794     45      94.589554       N/A     252.539536      134.425552      56.713009       0.514221        0.0203  1.869446        mushroom        yes     -13.16253       3500    0       254.287735      133.549683      56.255737       290.805817
795     7       74.140694       N/A     175.851639      288.508789      94.42688        0.0203  N/A     2.128021        thin    yes     -59.74203       276     0.756203        177.378906      288.531799      91.808571       125.860802
796     51      107.86673       N/A     317.373138      348.093811      45.716125       0.521116        0.0203  1.856654        mushroom        yes     -39.747508      4189    0.727769        316.671204      347.29303       44.830555       140.428162
797     32      139.990448      N/A     412.86145       92.437614       86.072197       0.581072        0.371761        1.698452        mushroom        yes     10.413391       2112    0       413.925995      92.629997       86.271004       402.405823
798     45      94.589554       N/A     267.667694      153.239716      57.278984       0.221574        0.0203  2.0215  thin    yes     -32.031672      3459    0.907461        266.916107      154.476501      56.373531       262.085724
799     7       74.140694       N/A     175.636948      309.522766      88.837044       0.233895        0.0203  2.155766        thin    yes     20.59178        259     0.761832        178.295547      309.407715      89.836845       104.321861
800     38      116.563187      N/A     227.611023      149.767975      39.361805       0.547913        0.0203  2.040066        mushroom        yes     -16.34755       2663    0       226.1754        150.311676      38.911518       276.960754
801     34      91.869331       N/A     231.988876      195.166931      50.12402        0.456092        0.0203  2.108702        mushroom        yes     -17.85403       2195    0.36588 230.877151      197.079758      49.411385       225.693726
802     52      186.517899      N/A     294.307465      380.527374      72.595482       0.0203  N/A     1.869495        thin    yes     80.520454       4328    0       294.062012      380.737 74.528603       123.052689
803     30      109.063927      N/A     428.310974      141.411911      78.583  0.74446 0.0203  1.900769        mushroom        yes     38.951444       1704    0       427.121002      142.686996      79.992897       374.465485
804     47      91.061119       N/A     204.98465       92.082642       64.964317       0.489043        0.0203  2.005352        mushroom        yes     50.120976       3861    0.716896        204.614349      93.247528       66.427292       388.70871
805     19      177.641998      N/A     146.292831      374.283264      75.494102       0.525781        0.0203  1.967892        mushroom        yes     15.192508       866     0.956588        146.05632       372.813995      75.898224       99.713333
806     51      107.86673       N/A     279.670288      354.265503      58.221447       0.574882        0.0203  1.938314        mushroom        yes     26.636818       4108    0.715626        279.949524      352.904266      58.918415       97.271782
807     31      128.192749      N/A     393.210999      183.778412      73.517799       0.245976        0.0203  2.171576        thin    yes     24.615793       1784    0.209292        394.748688      185.019547      74.42318        315.396729
808     46      74.818398       N/A     266.307129      55.394928       28.274647       0.59501 0.0203  1.859884        mushroom        yes     1.296611        3699    0       267.67099       56.444599       28.313601       386.515717
809     21      66.287926       N/A     235.698486      324.393311      64.626274       0.0203  N/A     1.980052        thin    yes     60.899328       1104    0       237.141998      324.859009      67.351303       71.918129
810     52      186.517899      N/A     275.357422      365.806 65.733231       0.0203  N/A     2.081278        thin    yes     77.521536       4293    0.507766        275.517029      365.254333      68.328308       94.053535
811     28      106.89389       N/A     330.986084      211.941467      80.411957       0.451339        N/A     1.896857        thin    yes     57.991526       1478    0       330.84903       212.991486      82.106033       238.724319
812     37      108.873238      N/A     205.120331      67.554665       23.974779       0.379123        0.0203  2.129647        mushroom        yes     -11.173675      2574    0       206.514008      65.8825 23.5448 387.940887
813     34      91.869331       N/A     229.277649      164.593613      43.052032       0.528928        0.0203  1.958034        mushroom        yes     -30.569984      2238    0.915323        227.721207      165.292496      42.044224       260.075134
814     44      115.083176      N/A     332.221283      107.790199      63.984375       0.390979        0.0203  2.067384        mushroom        yes     -18.958567      3295    0.069573        331.007751      106.579521      63.395523       327.394135
815     30      109.063927      N/A     378.79007       186.866837      80.992706       0.437887        0.0203  2.086448        mushroom        yes     -12.790189      1566    0       380.556 187.903 80.527901       299.520386
816     34      91.869331       N/A     244.364349      209.21756       58.296585       0.564956        0.0203  1.853673        mushroom        yes     -15.899298      2168    0.454876        243.415359      210.631958      57.81142        204.964691
817     12      51.134701       N/A     169.226059      215.585312      104.649406      0.400781        0.0203  2.118091        mushroom        yes     1.075436        334     0       167.473999      216.852997      104.690002      202.610901
818     38      116.563187      N/A     198.024628      127.397964      37.876305       0.591292        0.0203  1.777523        mushroom        yes     5.574004        2739    0.956691        196.857239      128.424194      38.027996       316.040222
819     21      66.287926       N/A     239.898331      309.479645      64.694099       0.203   0.0203  2.032569        thin    yes     81.308343       1106    0.100509        240.150665      310.099731      69.073334       87.130066
820     1       22.944849       N/A     204.787277      371.268463      74.054428       0.639351        0.0203  1.876085        mushroom        yes     -26.84178       15      0.754166        205.81572       369.188599      72.880264       31.37389
821     7       74.140694       N/A     182.110657      317.51181       88.956589       0.681873        0.0203  2.073033        mushroom        yes     5.505476        252     0.924557        179.574005      318.203003      89.209999       95.363235
822     34      91.869331       N/A     228.565109      179.821472      46.210953       1.890402        0.0203  1.733021        mushroom        yes     -54.534608      2218    0       227.412994      179.582993      44.559399       245.087418
823     52      186.517899      N/A     343.29303       422.747864      85.822594       0.417627        N/A     1.976566        stubby  yes     -81.139843      4409    0.417232        342.995178      423.086761      82.928223       195.685928
824     24      58.146606       N/A     267.697662      267.173981      85.81395        0.551219        0.0203  1.815435        mushroom        yes     -20.765029      1265    0       266.882996      266.036987      85.2836 147.00975
825     52      186.517899      N/A     295.345367      382.757294      72.156006       0.485857        N/A     1.836243        stubby  yes     72.161928       4333    0.013843        295.188995      383.346008      74.048897       126.014503
826     45      94.589554       N/A     278.770477      168.963074      60.351582       0.231171        0.0203  2.165746        thin    yes     -18.598295      3437    0.445934        277.038544      170.061523      59.661446       241.308228
827     30      109.063927      N/A     440.042938      139.293228      77.523682       0.245188        0.0203  2.075664        thin    yes     59.79949        1730    0       441.182007      139.378998      79.486298       389.134583
828     32      139.990448      N/A     397.262695      115.636177      91.051872       0.573423        0.518367        1.695414        mushroom        yes     -79.455418      2072    0.385444        397.52182       115.716972      89.593704       371.684967
829     43      41.140816       N/A     312.45816       120.820068      64.697792       0.528858        0.0203  2.101591        mushroom        yes     15.877692       3223    0       314.392639      122.552292      65.436386       310.349335
830     41      54.947662       N/A     264.400909      217.469955      67.799393       0.277316        0.0203  1.978058        thin    yes     -14.015833      3035    0.902326        262.389557      216.78183       67.268745       187.014755
831     7       74.140694       N/A     176.500824      310.385284      90.196922       0.542367        N/A     1.719428        thin    yes     -14.625645      258     0.541679        178.35257       310.091492      89.707649       103.45211
832     50      78.313545       N/A     288.868988      339.076172      40.928997       0.288737        0.0203  2.058603        thin    yes     68.648  4027    0.431484        289.378082      338.539154      42.821861       115.12207
833     23      60.74968        N/A     241.567535      286.633881      78.293808       0.519161        0.219917        1.647543        mushroom        yes     21.375537       1136    0.025446        242.525879      285.879272      78.771233       123.258316
834     21      66.287926       N/A     239.64151       318.875244      71.494507       0.0203  N/A     2.012621        thin    yes     -69.786562      1106    0.640188        238.629486      318.129761      68.080673       78.738487
835     52      186.517899      N/A     369.132416      453.677277      89.191719       0.0203  N/A     1.990585        stubby  yes     -81.773832      4447    0.868432        369.145782      454.055847      86.571465       240.210358
836     13      117.151955      N/A     189.04187       183.656128      83.202888       0.464168        0.0203  2.115456        mushroom        yes     19.270534       442     0.135576        190.909378      183.106049      83.883537       250.972351
837     43      41.140816       N/A     304.731689      124.279907      85.047211       0.401649        N/A     1.625612        thin    yes     -85.524028      3247    0.053061        304.804993      124.144997      83.0858 331.944397
838     51      107.86673       N/A     299.357361      354.00946       52.129017       0.0203  N/A     2.084471        thin    yes     -20.674024      4154    0       298.915009      351.800995      51.279099       119.517654
839     21      66.287926       N/A     237.86525       325.002991      63.525002       0.0203  N/A     2.05994 thin    yes     79.138925       1104    0       237.149567      324.838837      67.351997       71.918129
840     34      91.869331       N/A     229.813004      190.292633      49.097992       0.371153        N/A     1.985028        stubby  yes     -55.580146      2204    0.559342        228.71991       190.836395      47.316277       233.004959
841     31      128.192749      N/A     409.125458      170.224976      70.927483       0.418329        0.295177        1.747362        mushroom        yes     8.785525        1824    0.534423        410.164063      170.830429      71.113281       337.499573
842     42      69.715744       N/A     281.022949      173.839294      62.191841       0.416797        0.0203  1.976299        mushroom        yes     -52.402274      3101    0.394248        279.598206      173.774582      60.339714       236.43042
843     7       74.140694       N/A     183.180908      325.282349      90.371849       0.475077        0.0203  1.879061        mushroom        yes     -43.536921      246     0.30403 181.446106      325.815277      88.64743        87.56868
844     21      66.287926       N/A     234.079391      327.66507       67.071213       0.488711        0.0203  1.871976        mushroom        yes     10.025846       1102    0.409394        236.419983      328.498352      67.510452       68.124275
845     16      35.973579       N/A     202.186264      325.361694      91.197235       0.357394        0.0203  1.840243        mushroom        yes     69.89507        519     0.716901        201.704544      324.965149      92.901779       99.292427
846     37      108.873238      N/A     236.697998      95.355988       21.291798       0.239769        0.0203  2.074301        thin    yes     -48.782004      2488    0.399266        235.558334      95.57196        19.96764        342.097626
847     44      115.083176      N/A     350.839325      88.395668       64.214165       0.523384        0.0203  1.868154        mushroom        yes     63.086765       3338    0       351.209991      89.017097       65.639603       355.969177
848     9       24.096867       N/A     178.180237      246.573608      100.34922       0.674899        0.0203  1.786254        mushroom        yes     -4.317264       309     0.064387        176.477005      247.657532      100.196808      169.059921
849     30      109.063927      N/A     379.24292       188.105209      80.979828       0.581726        0.0203  1.924123        mushroom        yes     -24.487271      1566    0       380.044128      188.825867      80.489014       299.520386
850     35      52.692078       N/A     239.742996      115.059921      24.714073       0.474468        0.0203  2.100424        mushroom        yes     12.063797       2357    0.09716 241.869156      115.671059      25.186876       317.47171
851     40      51.907349       N/A     173.638138      58.422112       44.556393       0.542379        0.0203  2.056427        mushroom        yes     15.699315       2976    0.164628        175.272018      58.240253       45.018471       410.141571
852     50      78.313545       N/A     275.420227      344.694 53.765251       0.0203  N/A     1.951389        thin    yes     -59.763968      4020    0       274.455383      344.886688      52.07719        96.113602
853     18      183.232361      N/A     139.830994      377.173981      72.776459       0.203   0.0203  2.046858        thin    yes     64.572823       652     0.620696        139.428802      378.051697      74.807259       105.767441
854     51      107.86673       N/A     273.328857      352.515381      58.147556       0.0203  N/A     2.02671 thin    yes     71.819749       4100    0.909939        273.016846      351.886536      60.285172       90.188324
855     52      186.517899      N/A     295.944611      376.635223      74.457191       0.667279        0.0203  1.899812        mushroom        yes     -6.309316       4322    0.421095        294.40683       377.031036      74.281624       118.947769
856     32      139.990448      N/A     398.443665      117.73671       89.587021       0.438129        0.0203  1.996128        mushroom        yes     9.011638        2071    0.774551        396.910889      117.305275      89.839554       370.602631
857     45      94.589554       N/A     257.809998      122.408997      55.324501       0.225424        0.0203  2.142493        thin    yes     0.461054        3522    0.067515        255.444458      121.736259      55.344292       303.480469
858     51      107.86673       N/A     274.826874      350.233521      59.801788       0.550741        0.0203  1.970523        mushroom        yes     11.26407        4103    0.891237        274.547211      351.89389       60.137138       91.420639
859     7       74.140694       N/A     185.230225      330.217865      88.613754       0.4996  0.0203  2.026648        mushroom        yes     -18.752828      244     0.861647        183.303085      331.374359      87.8507 81.188393
860     31      128.192749      N/A     413.7612        164.466736      69.621742       0.57672 0.0203  2.047324        mushroom        yes     15.55931        1841    0.840329        415.157013      165.397003      70.088799       345.527649
861     18      183.232361      N/A     30.55197        369.227325      75.079941       0.219681        0.0203  2.052464        thin    yes     -12.194105      775     0.56907 29.413651       370.79953       74.660484       223.933975
862     38      116.563187      N/A     189.834366      120.019562      34.528584       0.41166 0.0203  1.983211        mushroom        yes     65.97603        2758    0       190.45372       119.459114      36.402554       329.235413
863     34      91.869331       N/A     239.992004      207.131668      57.720425       0.553796        N/A     1.653307        thin    yes     -65.605419      2174    0.696853        240.139664      207.878204      56.042389       209.478378
864     32      139.990448      N/A     384.293152      152.353699      84.215599       0.593769        N/A     1.857723        stubby  yes     61.821527       2028    0.622325        384.147522      153.48497       86.344742       329.118927
865     20      26.693497       N/A     222.064972      367.729065      62.674683       0.244758        0.0203  1.898802        thin    yes     80.124918       1079    0.967776        222.605911      368.088501      66.405548       24.916666
866     52      186.517899      N/A     276.215332      366.956329      66.489502       0.0203  N/A     1.950245        thin    yes     61.788387       4293    0.349037        276.668243      366.079712      68.328804       95.421303
867     45      94.589554       N/A     253.752258      141.808441      57.094105       0.532562        0.42648 1.716941        mushroom        yes     -29.118542      3488    0       255.070007      141.104004      56.261799       282.780029
868     47      91.061119       N/A     232.350861      97.967964       63.843548       0.5473  0.431871        1.668778        mushroom        yes     -51.342215      3795    0.815304        232.066498      97.11142        62.715324       358.732941
869     51      107.86673       N/A     309.210968      350.252106      44.99725        0.0203  N/A     2.094484        thin    yes     73.345682       4174    0       309.777008      349.888 47.247101       131.450302
