ID      SECTION-NUMBER  SECTION-LENGTH  BRANCH-ORDER    X       Y       Z       HEAD-DIAMETER   NECK-DIAMETER   MAX-DTS TYPE    AUTO    XYPLANE-ANGLE   SWC-NODE-ID     SWC-NODE-OFFSET ATTACH-X        ATTACH-Y        ATTACH-Z        SOMA-DISTANCE
187     13      22.627888       N/A     366.985168      196.828903      113.729004      0.551758        N/A     1.369578        stubby  yes     61.574438       991     0       367.087006      197.483002      114.952003      214.978409
188     11      36.67181        N/A     350.575623      209.891129      112.568405      0.648406        N/A     1.377644        stubby  yes     4.266303        605     0.484675        351.35144       211.448776      112.698219      192.462296
189     6       95.085373       N/A     313.767365      234.282089      108.912003      0.312626        0.2     1.35635 thin    yes     -19.379846      261     0.245213        313.056946      232.574493      108.261429      145.996826
190     23      39.485191       N/A     343.435394      193.501389      122.679741      0.02    N/A     1.4254  stubby  yes     52.266256       1672    0       343.75  194.572998      124.123001      201.598938
191     20      88.959892       N/A     419.360626      178.347031      148.378922      0.612098        N/A     1.34523 stubby  yes     60.816533       1282    0.044321        418.828552      178.559921      149.405029      286.619324
192     38      90.930717       N/A     372.636597      119.987305      139.626572      0.46451 0.296407        1.369393        mushroom        yes     -7.085608       2181    0.493016        371.171936      119.614944      139.438721      299.354706
193     21      169.817505      N/A     485.245087      170.329697      133.785034      0.662525        N/A     1.35254 stubby  yes     -59.280818      1609    0.97926 484.837463      169.850403      132.726166      345.617828
194     7       113.390648      N/A     343.89856       144.826187      119.518494      0.459853        N/A     1.352378        stubby  yes     66.938363       421     0       344.505005      144.820007      120.943001      250.370773
195     38      90.930717       N/A     367.146393      125.652084      136.433655      0.257328        N/A     1.377105        stubby  yes     68.706986       2164    0.586478        367.74527       125.689064      137.973175      291.5737
196     43      109.740509      N/A     408.207184      161.765503      162.597198      0.447122        0.02    1.380849        mushroom        yes     45.377232       2561    0       409.252014      161.964996      163.675003      291.006348
197     7       113.390648      N/A     341.497437      181.0401        119.661125      0.547981        N/A     1.374822        stubby  yes     -36.87625       362     0.684779        342.482056      181.650925      118.791901      210.50325
198     41      10.278708       N/A     342.402466      203.28566       122.863411      0.591838        N/A     1.330754        stubby  yes     60.394919       2278    0       342.096008      204.009003      124.246002      193.712875
199     12      149.54274       N/A     425.864044      204.076096      131.379623      0.2     N/A     1.338724        thin    yes     -59.093148      802     0       426.196014      203.462997      130.214996      277.284119
200     38      90.930717       N/A     384.026459      78.208832       144.376465      0.37007 0.02    1.238635        mushroom        yes     53.702426       2240    0.596393        384.219025      78.619476       144.993958      349.527252
201     7       113.390648      N/A     343.291046      177.756271      117.049255      0.644622        N/A     1.342378        stubby  yes     74.624744       367     0       343.719147      177.865433      118.655907      214.695038
202     38      90.930717       N/A     386.903381      76.053352       145.78154       0.02    N/A     1.390052        stubby  yes     -75.048631      2242    0.284571        386.937714      75.74836        144.632202      353.496704
203     20      88.959892       N/A     416.430481      179.360992      148.480865      0.949977        0.02    1.267006        mushroom        yes     -39.014762      1282    0.108764        416.647705      178.609604      147.847153      284.275879
204     21      169.817505      N/A     458.950775      176.020523      130.516998      0.405362        0.02    1.336129        mushroom        yes     -28.958388      1566    0       458.852997      174.908005      129.899002      316.95874
205     42      105.884048      N/A     345.623108      199.129791      127.85083       0.395177        N/A     1.263119        stubby  yes     18.703075       2285    0.641045        346.710938      199.10054       128.219238      201.302551
206     30      66.320633       N/A     428.645355      96.720963       136.640717      1.147675        N/A     1.303317        stubby  yes     -62.881178      1908    0       428.421997      96.116798       135.382996      348.628052
207     8       66.177658       N/A     349.961975      126.935326      121.609497      0.823829        0.682773        1.263083        mushroom        yes     -35.728693      452     0.809833        349.206696      126.823814      121.06031       270.078674
208     6       95.085373       N/A     292.887756      251.266846      101.678871      0.401818        0.02    1.293644        mushroom        yes     0.554662        239     0.311896        291.659729      249.797379      101.697411      117.558792
209     38      90.930717       N/A     388.540741      74.088615       146.688507      0.2     0.02    1.294271        thin    yes     -47.785244      2245    0.369026        389.278717      74.125496       145.874039      357.014557
210     12      149.54274       N/A     447.651489      193.037155      138.436356      0.538254        0.02    1.341315        mushroom        yes     -33.154132      848     0.515998        448.354889      193.994125      137.660522      303.273682
211     8       66.177658       N/A     357.946472      101.582153      116.679253      0.386014        0.242869        1.241088        mushroom        yes     66.303989       486     0.038441        358.226318      101.88369       117.616592      299.025787
212     42      105.884048      N/A     357.549927      117.76535       139.802017      0.2     N/A     1.383543        stubby  yes     60.224424       2402    0       357.729004      118.566002      141.235992      292.633148
213     42      105.884048      N/A     354.661194      128.754776      139.024811      0.402532        0.2     1.252405        mushroom        yes     48.094254       2388    0.47252 354.825592      129.431824      139.801163      280.67334
214     30      66.320633       N/A     409.441803      106.127769      133.344986      0.2     0.02    1.305272        thin    yes     52.106307       1869    0.953354        409.266998      106.877678      134.334335      325.851532
215     41      10.278708       N/A     345.006287      201.449783      125.124107      0.348056        N/A     1.342993        stubby  yes     48.806  2280    0       344.557343      202.49614       126.424995      196.046417
216     12      149.54274       N/A     446.378174      194.352753      138.251556      0.685548        0.611856        1.249628        mushroom        yes     -61.226711      846     0.009452        446.909271      194.272522      137.273453      302.06076
217     6       95.085373       N/A     308.701233      237.481659      108.334518      0.291613        N/A     1.34361 stubby  yes     -46.973527      257     0       307.904999      236.451996      106.940002      139.498581
218     20      88.959892       N/A     430.485535      173.268097      153.056046      0.464332        0.393762        1.264172        mushroom        yes     63.024214       1312    0.119073        430.709015      173.718002      154.042999      301.299591
219     21      169.817505      N/A     408.679108      185.883438      118.977028      0.33803 0.02    1.326963        thin    yes     55.592094       1433    0.370241        409.168915      186.605331      120.250725      261.139801
220     11      36.67181        N/A     351.473267      210.621658      114.739525      0.201784        N/A     1.373841        stubby  yes     -67.296356      605     0.183735        352.165955      210.956818      112.900276      193.29541
221     11      36.67181        N/A     336.294464      220.653702      111.216782      0.222694        0.02    1.431962        thin    yes     20.217315       590     0.963711        336.063995      218.738998      111.927002      174.599869
222     8       66.177658       N/A     354.501526      115.272598      116.819138      0.2     0.02    1.327374        thin    yes     81.296992       472     0.378586        354.308105      115.280304      118.083702      284.578186
223     28      12.854172       N/A     391.770081      118.486252      130.814362      0.2     N/A     1.326966        stubby  yes     71.723047       1820    0.561794        392.085999      118.84787       132.26825       302.981995
224     6       95.085373       N/A     304.873352      241.054474      104.237671      0.3991  0.02    1.297494        mushroom        yes     24.522881       252     0.441987        303.133148      240.365921      105.091454      133.335709
225     32      22.734785       N/A     458.985779      74.797684       127.590538      0.313925        0.02    1.348711        thin    yes     39.369985       1979    0.077807        458.054352      74.455688       128.404694      392.34137
226     38      90.930717       N/A     386.495667      75.718147       143.466553      0.522825        N/A     1.312196        stubby  yes     51.068487       2242    0.66836 386.319214      76.380325       144.31488       352.671814
227     32      22.734785       N/A     461.263 69.06839        126.298714      0.312014        0.02    1.277671        thin    yes     -23.55191       1996    0.407091        460.3638        68.473221       125.828682      400.390198
228     11      36.67181        N/A     350.073456      210.305511      111.562454      0.486422        N/A     1.29664 stubby  yes     28.790035       605     0.787744        350.537567      211.940323      112.49633       191.623306
229     37      20.260868       N/A     355.48233       136.848221      133.49498       0.02    N/A     1.361981        stubby  yes     61.442014       2127    0.632163        354.716553      137.085739      134.968094      270.990356
230     43      109.740509      N/A     419.485352      152.503769      164.805359      0.585697        N/A     1.3156  stubby  yes     61.161048       2568    0.333326        418.954468      152.990707      166.113617      304.946503
231     32      22.734785       N/A     457.347198      80.136528       128.940582      0.336263        0.02    1.383772        thin    yes     38.691542       1979    0.790678        456.549957      79.353088       129.8358        386.599426
232     13      22.627888       N/A     365.912598      196.624451      115.090218      0.388058        0.02    1.360328        mushroom        yes     0.926238        991     0.394263        366.535309      197.962784      115.114082      214.816055
233     11      36.67181        N/A     331.839905      218.893585      111.283348      0.330801        0.02    1.362206        thin    yes     24.767204       581     0       332.087555      220.339203      111.96003       170.284302
234     7       113.390648      N/A     321.592499      217.179214      111.068413      0.435375        N/A     1.303926        stubby  yes     70.689421       290     0.787761        321.90274       217.574158      112.501694      166.301514
235     15      66.846718       N/A     426.020966      153.848755      139.520889      0.561985        N/A     1.311325        stubby  yes     -47.832113      1131    0.33012 425.035004      153.348602      138.300247      300.302246
236     18      13.751009       N/A     452.861664      103.666725      145.147675      0.521865        N/A     1.278684        stubby  yes     59.416221       1265    0       453.316986      103.975998      146.078995      365.939087
237     7       113.390648      N/A     343.738159      150.456406      121.892815      0.70299 N/A     1.328765        stubby  yes     -88.680176      413     0.815582        343.768494      150.456146      120.576164      244.646606
238     21      169.817505      N/A     411.466125      184.723007      120.344208      0.555023        N/A     1.247391        stubby  yes     34.926701       1443    0       411.609985      185.563995      120.940002      265.266388
239     43      109.740509      N/A     374.046234      195.057938      146.609985      0.754675        0.574269        1.216711        mushroom        yes     -34.274334      2493    0.115246        374.422424      194.391129      146.088226      236.084427
240     9       17.553419       N/A     348.799255      114.320885      126.382645      0.417465        N/A     1.254675        thin    yes     50.409346       562     0       348.916992      115.036003      127.259003      285.166351
241     6       95.085373       N/A     305.206787      241.259094      104.882988      0.362863        0.02    1.376603        mushroom        yes     11.069881       252     0.309066        303.539093      239.967056      105.295731      133.642593
242     15      66.846718       N/A     432.138763      146.175613      138.701065      0.509277        N/A     1.318651        stubby  yes     51.805751       1146    0.907187        431.413025      146.770935      139.89415       310.089203
243     7       113.390648      N/A     341.304535      157.783722      119.824692      0.02    N/A     1.329839        stubby  yes     35.283414       400     0.92781 342.246399      158.300156      120.58477       235.825439
244     21      169.817505      N/A     485.300507      170.600052      132.302505      0.373392        N/A     1.214339        stubby  yes     23.298003       1609    0.965447        485.059906      169.740768      132.686768      345.781525
245     42      105.884048      N/A     353.322723      139.97554       136.84227       0.324448        N/A     1.315672        stubby  yes     47.135568       2361    0.317238        354.218903      140.333069      137.881882      265.853363
246     44      20.368887       N/A     250.143845      279.752106      86.847946       0.02    N/A     1.360989        thin    yes     41.956782       2592    0.966563        250.867752      278.967316      87.807831       68.925201
247     7       113.390648      N/A     347.936188      128.75322       119.855453      0.37281 0.2     1.191451        mushroom        yes     73.536094       449     0.912134        348.192383      128.941498      120.931282      267.236786
248     43      109.740509      N/A     377.836304      192.22345       149.326416      0.425385        0.233459        1.220994        mushroom        yes     6.273361        2506    0.280767        378.335999      193.199997      149.447006      241.671524
249     45      18.868895       N/A     259.820984      285.256134      81.814087       0.26062 0.02    1.350445        thin    yes     12.574381       2640    0       258.497986      284.795013      82.126602       69.371681
250     42      105.884048      N/A     354.152039      143.782639      136.862045      0.26201 0.02    1.327409        thin    yes     59.306679       2358    0.266876        354.949982      143.787216      138.206314      262.06427
251     7       113.390648      N/A     345.587494      142.122513      122.263435      0.326107        N/A     1.2842  stubby  yes     -56.291138      428     0.474107        344.88855       141.932526      121.17775       253.642151
252     9       17.553419       N/A     347.928406      117.721642      123.400406      0.276951        N/A     1.286739        stubby  yes     44.944307       556     0       348.705994      118.281998      124.357002      280.739319
253     42      105.884048      N/A     353.3414        130.125854      139.560043      0.504318        0.392976        1.217943        mushroom        yes     -6.162864       2384    0.968866        354.319305      130.452499      139.448715      278.814789
254     23      39.485191       N/A     345.22171       185.610123      124.25248       0.02    N/A     1.308676        stubby  yes     69.151139       1683    0       345.705994      186.110001      126.080002      210.790894
255     42      105.884048      N/A     357.985107      109.476883      142.25528       0.471057        N/A     1.297978        stubby  yes     60.99114        2426    0.550844        358.60965       109.267807      143.443008      304.459595
256     12      149.54274       N/A     395.385376      207.863403      122.689346      0.560579        0.02    1.298715        mushroom        yes     10.181909       717     0.455543        395.520447      209.164948      122.924362      242.425507
257     16      35.76083        N/A     446.670532      114.795853      146.776825      0.765845        N/A     1.288803        stubby  yes     -64.247289      1214    0       445.979004      114.705002      145.330994      349.527313
258     23      39.485191       N/A     339.692505      204.892044      120.191673      0.249271        N/A     1.301207        stubby  yes     60.551057       1657    0.119217        340.462097      204.200623      122.024078      188.378067
259     8       66.177658       N/A     348.725464      127.199448      119.191681      0.283381        0.02    1.303291        thin    yes     39.052135       453     0       349.423004      126.403999      120.050003      271.352264
260     10      7.633924        N/A     326.981537      224.09671       110.986977      0.484236        0.438652        1.23431 mushroom        yes     37.713391       573     0.934189        325.543732      223.091278      112.343643      162.610565
261     27      40.920414       N/A     382.638367      127.723511      131.008926      0.560651        N/A     1.256168        stubby  yes     72.3994 1796    0.797412        383.121552      127.663467      132.543777      288.897095
262     20      88.959892       N/A     422.552979      178.846161      151.068604      0.47765 0.02    1.258675        mushroom        yes     23.064704       1292    0.050266        422.358002      177.796997      151.522995      291.209015
263     21      169.817505      N/A     415.93396       182.832855      121.94381       0.344757        0.02    1.324695        thin    yes     -5.849932       1462    0.34801 417.018219      183.994141      121.781029      271.113861
264     21      169.817505      N/A     503.042938      157.987869      132.462982      1.1006  0.02    1.172184        mushroom        yes     -0.076475       1617    0.461904        502.470551      157.676483      132.462112      368.077637
265     28      12.854172       N/A     395.196686      116.723961      132.622665      0.296899        0.2     1.179373        thin    yes     -56.529949      1826    0       394.665833      116.744743      131.819107      306.258606
266     7       113.390648      N/A     343.550629      171.424789      117.612144      0.02    N/A     1.291993        thin    yes     74.395605       376     0       343.862 171.876999      119.578003      220.905624
267     38      90.930717       N/A     390.627472      72.266396       145.10257       0.245656        0.02    1.291281        thin    yes     78.880758       2247    0.710459        390.439392      72.093979       146.400772      359.532623
268     6       95.085373       N/A     301.171906      241.071335      101.900284      0.326505        N/A     1.271695        stubby  yes     60.295089       250     0.45099 300.995087      242.16922       103.849495      129.988693
269     38      90.930717       N/A     380.46994       85.182381       142.980423      0.845825        N/A     1.237095        stubby  yes     56.454774       2222    0.076827        381.195221      85.209198       144.075073      339.331177
270     32      22.734785       N/A     457.38855       80.363304       129.836304      0.494968        0.02    1.254315        mushroom        yes     11.399458       1979    0.845066        456.316071      80.114433       130.058289      386.161377
271     19      6.036038        N/A     436.580444      137.056885      141.011261      0.664371        0.446505        1.173452        mushroom        yes     13.318079       1275    0.111878        435.36499       136.828995      141.304001      321.454865
272     11      36.67181        N/A     346.671051      213.864471      113.799995      0.239379        0.02    1.323515        thin    yes     -73.37142       601     0.479748        347.268219      214.02095       111.732971      187.272308
273     6       95.085373       N/A     295.860474      243.93576       102.449455      0.2     N/A     1.261498        stubby  yes     20.260092       245     0.179604        297.074738      245.132874      103.078857      124.805649
274     30      66.320633       N/A     415.997589      102.553841      133.605545      0.298725        0.229322        1.223028        thin    yes     69.479439       1884    0.978391        416.253296      102.992012      134.960968      333.638184
275     40      4.854966        N/A     344.812195      146.111969      129.294876      0.268826        N/A     1.250918        stubby  yes     70.241593       2264    0.495804        345.225464      145.947708      130.532944      255.119446
276     7       113.390648      N/A     338.806915      191.43071       117.348946      0.02    N/A     1.245713        stubby  yes     51.755344       348     0.550355        338.072968      191.01181       118.421127      199.717194
277     27      40.920414       N/A     386.237457      121.948776      132.90625       0.597223        0.343018        1.171602        mushroom        yes     -4.052369       1805    0.166549        386.522003      122.834648      132.840332      295.205505
278     23      39.485191       N/A     348.423401      172.035995      125.512306      0.2     N/A     1.248407        stubby  yes     59.415524       1703    0       349.274994      172.410004      127.085999      225.855774
279     44      20.368887       N/A     246.292877      270     83.325607       0.279759        0.02    1.289734        thin    yes     24.536924       2618    0       245.091003      270.041992      83.874603       80.936874
280     12      149.54274       N/A     455.620819      194.099411      138.81662       0.501872        N/A     1.247522        stubby  yes     18.30202        863     0       455.015015      192.988998      139.235001      310.656769
281     16      35.76083        N/A     446.006165      120.154137      145.483429      0.397297        0.208786        1.175916        mushroom        yes     -6.907327       1205    0       445.06488       119.378174      145.335648      344.300507
282     7       113.390648      N/A     344.289368      141.337692      120.269264      0.02    N/A     1.235193        stubby  yes     48.980976       428     0.390934        345.029602      141.633148      121.185516      253.752045
283     12      149.54274       N/A     370.238098      207.328964      118.243248      0.2     0.02    1.299358        thin    yes     -29.338214      650     0.211043        370.735809      208.492462      117.531982      214.864868
284     11      36.67181        N/A     330.964722      220.481079      113.245064      0.52226 N/A     1.18218 stubby  yes     -68.816336      579     0.316468        330.844025      220.961334      111.967308      168.968384
285     36      25.704958       N/A     344.858978      147.498276      129.394363      0.406316        0.368179        1.200672        mushroom        yes     52.411316       2094    0.317491        345.18277       148.057892      130.234253      252.620987
286     44      20.368887       N/A     250.129486      279.800018      89.124268       0.255556        0.02    1.30112 thin    yes     -39.437523      2589    0       251.210999      279.776001      88.234497       67.990494
287     15      66.846718       N/A     430.92392       144.699097      139.409607      0.02    N/A     1.220832        stubby  yes     51.052531       1148    0.584123        431.670441      145.075928      140.444214      311.887482
288     8       66.177658       N/A     356.892517      86.255821       111.968666      0.2717  0.02    1.211424        thin    yes     65.736509       519     0       357.273987      86.600998       113.110001      317.598877
289     8       66.177658       N/A     349.752716      124.247276      118.46125       0.2     0.02    1.234284        thin    yes     68.205363       457     0.197155        350.18454       124.453651      119.658173      273.514923
290     42      105.884048      N/A     355.964203      121.641518      140.105942      0.534188        N/A     1.152079        stubby  yes     65.880572       2395    0.678784        356.41333       121.502846      141.155792      288.708466
291     12      149.54274       N/A     414.48703       207.027939      127.979912      0.443069        0.02    1.186305        mushroom        yes     7.301051        770     0.143396        415.281006      207.914429      128.132385      264.945984
292     42      105.884048      N/A     352.753662      132.036636      138.509308      0.383607        0.02    1.10725 mushroom        yes     27.104495       2379    0       353.65799       132.615997      139.059006      276.276276
293     38      90.930717       N/A     368.332886      128.356964      139.001282      0.2     N/A     1.233559        stubby  yes     -31.275283      2161    0       367.32901       127.663002      138.259995      289.286102
294     9       17.553419       N/A     347.585083      121.428833      122.896744      0.2     0.02    1.192932        thin    yes     51.660268       547     0       348.11499       120.905998      123.837997      277.198456
295     41      10.278708       N/A     340.321777      205.514847      124.227646      0.910703        N/A     1.205756        stubby  yes     -43.196935      2275    0.100442        340.581421      204.497147      123.241455      190.658035
296     43      109.740509      N/A     400.06955       174.179245      163.413864      0.806639        N/A     1.128464        stubby  yes     -66.007453      2559    0.046736        400.298004      173.699997      162.220993      276.09198
297     41      10.278708       N/A     346.41745       202.62764       128.594513      0.733621        N/A     1.189224        stubby  yes     -46.321251      2282    0.431698        345.891235      201.76384       127.535294      198.293777
298     11      36.67181        N/A     328.333374      220.474182      112.483063      0.560152        0.02    1.208248        mushroom        yes     -13.511614      577     0.870766        328.390472      221.769577      112.171486      166.691391
299     22      25.255371       N/A     337.397705      211.464859      117.443031      0.307584        0.02    1.237134        thin    yes     37.721915       1650    0       336.028992      210.753998      118.636002      180.918411
300     7       113.390648      N/A     347.94043       129.614044      119.718399      0.448296        0.314823        1.101363        mushroom        yes     72.566849       447     0.222966        348.25  129.633072      120.7061        266.629608
301     7       113.390648      N/A     345.176941      140.138672      119.593399      0.02    N/A     1.212485        stubby  yes     69.619117       430     0.8165  345.59201       140.440002      120.973999      255.294525
302     30      66.320633       N/A     420.943024      100.161644      134.179993      0.295054        N/A     1.184112        stubby  yes     59.706941       1895    0.552164        421.467255      100.470757      135.221741      339.295441
303     38      90.930717       N/A     372.365021      115.137016      139.510071      0.02    N/A     1.197267        stubby  yes     52.718674       2193    0       372.531006      115.869003      140.496002      304.956421
304     42      105.884048      N/A     355.741394      123.233345      139.011414      0.519423        N/A     1.184831        stubby  yes     57.732689       2392    0.301108        356.207245      123.752693      140.116409      286.317902
305     6       95.085373       N/A     298.839722      242.558029      101.87809       0.631899        N/A     1.129683        stubby  yes     59.722842       248     0.235604        299.373322      243.258118      103.385849      127.683128
306     11      36.67181        N/A     341.285736      216.282654      110.19561       0.2     N/A     1.167847        stubby  yes     64.167027       596     0.893847        341.566986      216.899002      111.595001      180.723923
307     42      105.884048      N/A     355.213165      127.298019      140.378906      0.883677        N/A     1.138952        stubby  yes     -55.740714      2391    0.654959        355.324615      127.675903      139.800476      282.261017
308     43      109.740509      N/A     383.963867      191.196381      153.119904      0.414858        N/A     1.17335 stubby  yes     -32.375224      2522    0.789168        383.769043      190.256226      152.511169      248.790436
309     27      40.920414       N/A     383.309113      128.722534      133.753006      0.740085        N/A     1.163145        stubby  yes     -54.615727      1795    0.171158        383.089996      127.892998      132.544998      288.666565
310     8       66.177658       N/A     353.610474      118.456604      119.246468      0.940961        N/A     1.165969        stubby  yes     -69.22002       472     0.787731        353.403229      118.103371      118.167206      281.207123
311     38      90.930717       N/A     372.300751      119.715027      138.750778      0.551292        0.455487        1.149079        mushroom        yes     30.632479       2181    0.601948        371.159637      119.652412      139.427521      299.263794
312     38      90.930717       N/A     377.372955      97.148933       141.817017      0.380627        0.02    1.075758        mushroom        yes     -30.818842      2217    0.091349        378.350159      97.096123       141.2332        325.72467
313     6       95.085373       N/A     284.610443      253.999985      98.926575       0.239702        0.02    1.221619        thin    yes     53.345877       229     0       284.734009      255.024994      100.314003      108.158531
314     43      109.740509      N/A     354.935181      199.418716      135.648346      0.297398        N/A     1.149047        stubby  yes     -42.245978      2442    0       355.359009      198.664993      134.863007      211.8806
315     30      66.320633       N/A     447.108032      89.026466       135.707855      0.823365        N/A     1.155931        stubby  yes     -60.906741      1954    0.228556        447.141937      88.347488       134.486115      370.576294
316     38      90.930717       N/A     391.184692      68.83374        144.692139      0.258874        N/A     1.186872        stubby  yes     12.117687       2249    0       391.473877      67.550873       144.974487      365.209625
317     7       113.390648      N/A     339.769348      183.161819      117.558662      0.493567        N/A     1.144431        stubby  yes     35.797441       359     0.984049        340.777008      183.841003      118.434998      207.757278
318     8       66.177658       N/A     353.205078      118.827965      119.371262      1.06783 N/A     1.145466        stubby  yes     -88.417857      472     0.846074        353.173096      118.821297      118.188446      280.72641
319     13      22.627888       N/A     360.068817      204.398819      115.540962      0.453403        0.201253        1.102106        mushroom        yes     -67.854396      966     0.002188        360.43045       204.16243       114.479401      205.240128
320     7       113.390648      N/A     341.437561      182.043854      117.345398      0.02    N/A     1.145238        stubby  yes     63.482479       360     0.202172        342.152405      182.172394      118.801033      209.282013
321     38      90.930717       N/A     374.875275      107.369499      139.06781       0.512851        N/A     1.141337        stubby  yes     39.638466       2207    0.82436 375.815338      107.803337      139.925491      313.462799
322     16      35.76083        N/A     436.924194      137.337708      141.825073      0.829256        0.543773        1.07363 mushroom        yes     19.213072       1163    0.252962        435.563843      137.2668        142.299789      321.587067
323     7       113.390648      N/A     344.105591      161.402176      121.221657      0.444068        N/A     1.092868        stubby  yes     -29.004136      393     0       343.117004      161.908005      120.606003      231.873596
324     11      36.67181        N/A     350.860992      213.943909      113.216515      0.563949        N/A     1.151592        stubby  yes     -22.307156      604     0       350.25  212.113998      112.425003      191.035706
325     45      18.868895       N/A     258.272919      286.216553      84.312653       0.427144        N/A     1.123663        stubby  yes     -55.770165      2635    0.161608        257.834991      285.799011      83.423302       67.090057
326     32      22.734785       N/A     459.097229      74.854919       128.483612      0.341034        0.02    1.133713        thin    yes     -8.50525        1979    0.110265        458.159271      74.11409        128.304871      392.079956
327     42      105.884048      N/A     349.401215      188.086868      129.269791      0.311854        N/A     1.156264        stubby  yes     74.224167       2302    0.471799        349.714325      188.471344      131.024887      213.501236
328     37      20.260868       N/A     349.138794      141.001877      132.616592      0.516441        0.236249        1.050079        mushroom        yes     63.828032       2114    0.796513        349.692719      141.089111      133.757599      263.310974
329     27      40.920414       N/A     378.727203      140.038925      132.253952      0.02    N/A     1.12035 stubby  yes     -57.400737      1769    0.175531        378.484009      139.397995      131.182007      274.724152
330     38      90.930717       N/A     373.103302      111.520088      140.359253      0.38695 0.02    1.058343        mushroom        yes     0.688301        2198    0.279586        373.640045      112.175529      140.369431      308.378418
331     36      25.704958       N/A     344.576782      155.625168      127.158195      0.318288        N/A     1.112797        stubby  yes     65.516482       2083    0.431828        345.245483      156.080368      128.934586      243.807953
332     32      22.734785       N/A     457.89798       73.254745       129.74527       0.02    N/A     1.141354        thin    yes     -80.913836      1981    0       457.937988      73.453102       128.479996      393.624176
333     42      105.884048      N/A     356.336914      119.527397      140.515839      0.498127        0.271271        1.099074        mushroom        yes     54.971694       2401    0       356.662567      120.098572      141.453842      291.430939
334     37      20.260868       N/A     356.211731      134.967865      134.620605      0.2     N/A     1.123403        stubby  yes     66.172931       2129    0       356.450226      135.374664      135.6884        273.481781
335     7       113.390648      N/A     347.436035      133.136215      118.744492      0.2     N/A     1.125933        stubby  yes     86.443607       441     0.117888        347.505615      133.075134      120.234192      263.132141
336     7       113.390648      N/A     343.459198      143.399979      121.827484      0.347076        0.02    1.111899        thin    yes     -20.191362      426     0.996932        344.5448        143.446045      121.427887      251.920074
337     8       66.177658       N/A     357.468414      103.602997      116.236221      0.395311        N/A     1.104678        stubby  yes     69.306745       481     0       357.84201       103.713997      117.267998      296.940643
338     21      169.817505      N/A     491.761902      167.522491      131.26329       0.632923        0.02    1.102053        mushroom        yes     15.772849       1609    0.355366        491.510651      166.561172      131.543945      353.012177
339     6       95.085373       N/A     308.215302      233.902924      106.512688      0.325368        N/A     1.102506        stubby  yes     25.977705       259     0.178335        309.057892      235.161896      107.250832      141.330231
340     7       113.390648      N/A     338.139191      189.921158      117.199013      0.355837        N/A     1.109433        stubby  yes     60.340796       348     0.121535        338.402802      190.617111      118.505905      200.413269
341     8       66.177658       N/A     354.553864      70.376862       111.520767      0.2     0.02    1.091077        thin    yes     -61.794194      531     0       354.201996      70.034203       110.605003      335.358002
342     21      169.817505      N/A     378.072174      192.453339      116.411476      0.535221        N/A     1.064787        stubby  yes     69.560527       1351    0       378.052002      192.860001      117.503998      228.487762
343     21      169.817505      N/A     431.769348      180.993912      126.486206      0.574371        N/A     1.080895        stubby  yes     -32.97876       1501    0.053674        431.901306      180.062592      125.875854      287.957703
344     22      25.255371       N/A     338.947327      208.766479      121.770454      0.741729        0.595959        1.028548        mushroom        yes     -42.286259      1656    0.960005        338.296204      207.787979      120.701492      185.850327
345     11      36.67181        N/A     352.342072      210.979004      114.41864       0.2     N/A     1.10068 stubby  yes     -73.131793      605     0.010306        352.636902      210.670441      113.011154      193.775513
346     38      90.930717       N/A     363.591644      132.972778      136.825134      0.375643        N/A     1.104084        stubby  yes     -17.456281      2147    0       362.592987      132.302994      136.447006      281.423492
347     38      90.930717       N/A     377.381287      104.741714      140.924026      0.663072        N/A     1.091461        stubby  yes     -48.680699      2211    0.845169        376.681671      105.055923      140.051636      316.242859
348     15      66.846718       N/A     394.174835      177.43689       129.366867      0.656581        0.02    1.083984        mushroom        yes     -3.015062       1052    0.390271        394.32547       178.354538      129.317886      255.915466
349     12      149.54274       N/A     433.221069      198.200012      133.896698      0.302108        0.02    1.149261        thin    yes     -9.110555       817     0       434.122986      199.671005      133.619995      287.146545
350     11      36.67181        N/A     354.473297      210.58136       111.993881      0.431954        0.02    1.099176        mushroom        yes     50.430137       608     0.939314        353.725128      210.048584      113.105324      195.445526
351     6       95.085373       N/A     262.361176      277.128632      91.803001       0.321648        N/A     1.054967        stubby  yes     70.271932       191     0.620368        262.0495        277.584198      93.342247       74.523659
352     8       66.177658       N/A     356.720703      87.892769       112.340576      0.376666        N/A     1.064332        stubby  yes     66.467121       517     0       356.964996      87.697998       113.057999      316.448639
353     38      90.930717       N/A     381.372833      82.988258       142.451508      0.506378        N/A     1.043227        stubby  yes     65.052862       2226    0       381.80191       83.090576       143.39975       341.708496
354     7       113.390648      N/A     344.175995      141.428436      121.801468      0.395716        N/A     1.085641        stubby  yes     -35.312151      428     0.462398        345.013275      141.667786      121.184616      253.657623
355     11      36.67181        N/A     337.065216      219.869171      111.548737      0.629808        0.278346        1.013508        mushroom        yes     14.298628       590     0.194822        336.308044      218.705643      111.90255       175.432755
356     27      40.920414       N/A     381.857178      129.275986      131.692017      0.847256        N/A     1.004719        stubby  yes     68.942491       1794    0.862525        382.07312       129.567459      132.634186      287.082397
